Title,Distr,TMDB Movie ID,Genre 1,Genre 2,Popularity,Runtime (minutes),Average Vote (/10),Overview,Tagline,Poster Path
Big Fish,Col/Tristar,587,Adventure,Fantasy,28.19,125,7.8,"Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.",An adventure as big as life itself.,/tjK063yCgaBAluVU72rZ6PKPH2l.jpg
Cold Creek Manor,BVI,12767,Mystery,Thriller,12.613,118,5.3,"A family moves from New York into an old mansion in the countryside, still filled with the previous owner's things. As they begin to make it their own, a series of events begin to occur that makes them believe that the former inhabitants are not yet gone.",The perfect house hides the perfect crime.,/2AKitfwCoCmHU4PTtC5oF6LImlG.jpg
Sylvia,Icon,28200,Drama,Romance,10.455,109,5.9,Story of the relationship between the poets Ted Hughes and Sylvia Plath.,Life was too small to contain her...,/aeulHyc9PE9fCrFfgAFhOhFY5ni.jpg
The Emperor's New Clothes,Pathe,52258,Comedy,Drama,5.19,107,6.7,"Napoleon, exiled, devises a plan to retake the throne. He'll swap places with commoner Eugene Lenormand, sneak into Paris, then Lenormand will reveal himself and Napoleon will regain his throne. Things don't go at all well; first, the journey proves more difficult than expected, but more disastrously, Lenormand enjoys himself too much to reveal the deception. Napoleon adjusts somewhat uneasily to the life of a commoner while waiting, while Lenormand gorges on rich food.",,/pzxtlEreMpCppSlZpKmJ9ZyWj3M.jpg
School of Rock,UIP,1584,Comedy,Music,27.141,110,7.1,"Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fifth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock 'n' roll. The school's hard-nosed principal is rightly suspicious of Finn's activities. But Finn's roommate remains in the dark about what he's doing.",He just landed the gig of his life: 5th grade.,/zXLXaepIBvFVLU25DH3wv4IPSbe.jpg
Something's Gotta Give,Warner,6964,Drama,Comedy,13.676,128,6.6,"Harry Sanborn is an aged music industry exec with a fondness for younger women like Marin, his latest trophy girlfriend. Things get a little awkward when Harry suffers a heart attack at the home of Marin's mother, Erica. Left in the care of Erica and his doctor, a love triangle starts to take shape.",Schmucks are people too.,/4fQJjwbDf1KELvJJMcmAV6AxJdH.jpg
The Dreamers,20th Fox,1278,Drama,Romance,28.588,112,7.3,A young American studying in Paris in 1968 strikes up a friendship with a French brother and sister.,Together nothing is impossible. Together nothing is forbidden.,/abdsharkteGNBA1BchSZ1DCoMtZ.jpg
Dogville,Icon,553,Crime,Drama,20.627,178,7.8,"A barren soundstage is stylishly utilized to create a minimalist small-town setting in which a mysterious woman named Grace hides from the criminals who pursue her. The town is two-faced and offers to harbor Grace as long as she can make it worth their effort, so Grace works hard under the employ of various townspeople to win their favor. Tensions flare, however, and Grace's status as a helpless outsider provokes vicious contempt and abuse from the citizens of Dogville.",A quiet little town not far from here.,/lraVawavIXh5geMlVjpzCw9TGwR.jpg
The Haunted Mansion,BVI,10756,Thriller,Fantasy,17.367,88,5.6,"Workaholic Jim Evers and his wife/business partner Sara get a call one night from  a mansion owner, Edward Gracey, who wants to sell his house. Once the Evers family arrive at the mansion, a torrential thunderstorm of mysterious origin strands them with the brooding, eccentric Gracey, his mysterious butler, and a variety of residents both seen and unseen.",Check your pulse at the door... if you have one.,/lGi5yio4pdDz5PkSeZCbnMQz5vK.jpg
Looney Tunes: Back in Action,Warner,10715,Animation,Comedy,25.51,93,6.4,"Fed up with all the attention going to Bugs Bunny, Daffy Duck quits Hollywood, teams up with recently-fired stuntman Damien Drake Jr. and embarks on a round-the-world adventure, along with Bugs and The VP of Warner Bros. Their mission? Find Damien's father, and the missing blue diamond... and stay one step ahead of The Acme Corp., who wants the diamond for their own purposes.",Real life has never been so animated.,/pNrQaH0ATrz9wFrNpwfB1aU4MpK.jpg
It's All About Love,Pathe,12777,Drama,Romance,8.943,104,5.6,"The story of two lovers and their attempts to save their relationship in a near-future world on the brink of cosmic collapse. John, and world-famous ice skating star, Elena, are about to sign divorce papers when they realise that, in spite of everything happening around them, their love is worth fighting for. It's All About Love is a fresh take on modern love and future life as two lovers struggle in a conspiracy of epic proportions.",,/3XivsYM9XJJvHtMS0x1hE2KpKw1.jpg
Swimming Pool,UGC,302,Crime,Thriller,18.245,102,6.5,"A British crime novelist travels to her publisher's upmarket summer house in Southern France to seek solitude in order to work on her next book. However, the unexpected arrival of the publisher's daughter induces complications and a subsequent crime.","On the surface, all is calm.",/bwBAUlEXhUKmegdguoFj9grF9t3.jpg
Along Came Polly,UIP,5966,Comedy,Romance,21.053,90,6.0,"Reuben Feffer is a guy who's spent his entire life playing it safe. Polly Prince is irresistible as a free-spirit who lives for the thrill of the moment. When these two comically mismatched souls collide, Reuben's world is turned upside down, as he makes an uproarious attempt to change his life from middle-of-the-road to totally-out-there.","For the most cautious man on Earth, life is about to get interesting.",/ieTSn8YTsHoPK8GNf2J9eIkP5wo.jpg
The Missing,Col/TriStar,12146,Thriller,Western,15.988,135,6.3,"When rancher and single mother of two Maggie Gilkeson sees her teenage daughter, Lily, kidnapped by Apache rebels, she reluctantly accepts the help of her estranged father, Samuel, in tracking down the kidnappers. Along the way, the two must learn to reconcile the past and work together if they are going to have any hope of getting Lily back before she is taken over the border and forced to become a prostitute.","How far would you go, how much would you sacrifice to get back what you have lost?",/z6uZZQMcRS5HCrAgBFVb7Y7BY8w.jpg
21 Grams,Icon,470,Drama,Crime,21.321,124,7.4,"This is the story of three gentle persons: Paul Rivers, an ailing mathematician lovelessly married to an English émigré; Christina Peck, an upper-middle-class suburban housewife, happily married and mother of two little girls; and Jack Jordan, an ex-convict who has found in his Christian faith the strength to raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably—forever.",How much does life weigh?,/wZ0l6or5juuVWqDkLEgaghs4f9l.jpg
Uptown Girls,20th Fox,14926,Family,Comedy,17.571,92,6.6,"Molly Gunn, the freewheeling daughter of a deceased rock legend, is forced to get a job when her manager steals her money. As nanny for precocious Ray, the oft ignored daughter of a music executive she learns what it means to be an adult while teaching Ray how to be a child.",They're about to teach each other how to act their age.,/liazMoopc2fhWq1YlfwasQcvWu.jpg
Suzie Gold,Pathe,30626,Drama,Comedy,1.244,94,5.7,"As Suzie Gold's sister prepares to get married, it seems only natural that Suzie's thoughts should turn to the state of her own love-life. While her doting but dysfunctional family desperately want her to be happy - preferably by finding a good Jewish boy to settle down with - Suzie meets Darren, a boy from work, and they start a heady romance.",,/3BtjJgQeIuPfnczny5GTczECWvV.jpg
Mona Lisa Smile,Col/TriStar,11820,Drama,Romance,17.679,117,6.9,"The story of Katherine Ann Watson, a feminist teacher who studied at UCLA graduate school and in 1953 left her boyfriend behind in Los Angeles, California to teach at Wellesley College, a conservative women's private liberal arts college in Massachusetts, United States.","In a world that told them how to think, she showed them how to live.",/d9RqmKGraM2627YBESBOh4es6kl.jpg
Starsky & Hutch,BVI,9384,Comedy,Crime,17.996,101,5.8,"Join uptight David Starsky and laid-back Ken ""Hutch"" Hutchinson as they're paired for the first time as undercover cops. The new partners must overcome their differences to solve an important case with help from street informant Huggy Bear and persuasive criminal Reese Feldman.",They're the man.,/i011DoAZF2krWvxhb7XAxl2lEcK.jpg
Northfork,Metrodome,32235,Fantasy,Drama,5.262,103,6.1,"The year is 1955, and a great flood is coming to Northfork, Montana. A new hydroelectric dam is about to be installed in the mountains above the town, ready to submerge the valley in the name of progress. It is the charge of a six-man Evacuation Committee to relocate the townsfolk to higher ground. Most have duly departed, but a few stubborn stragglers remain – among them a priest caring for a sickly orphan, a boy whose fevered visions are leading him to believe he is a member of a roaming band of lost angels desperately searching for a way home.",We are all angels. It is what we do with our wings that separates us.,/sg0XYGZaQrRm5FnBYfWlT3Irujn.jpg
One Last Chance,Momentum,123426,Comedy,Drama,1.356,96,5.3,A group of slackers think they have found gold in the Highlands.,A group of slackers think they have found gold in the Highlands.,/nJt4vtCheqeTKsbhmG15QZn8HF1.jpg
Grand Theft Parsons,Redbus,16433,Comedy,Drama,4.538,88,5.6,"There are times when it's right and proper to simply bury the dead. This is not one of those times... Gram Parsons was one of the most influential musicians of his time; a bitter, brilliant, genius who knew Elvis, tripped with the Stones and fatally overdosed on morphine and tequila in 1973. And from his dying came a story. A story from deep within folklore; a story of friendship, honour and adventure; a story so extraordinary that if it didn't really happen, no one would believe it. Two men, a hearse, a dead rock star, five gallons of petrol, and a promise. And the most extraordinary chase of modern times.",It's better to burn out than to fade away.,/5sWWj5tlTDyAi2yiEjQZUmJCoKr.jpg
Dawn of the Dead,Entertainment,924,Action,Horror,43.276,101,7.0,"A group of survivors take refuge in a shopping mall after the world is taken over by aggressive, flesh-eating zombies.","When the undead rise, civilization will fall.",/iBLQATsIkv005fvIhhbM4MvqhYp.jpg
Under the Tuscan Sun,BVI,10934,Romance,Comedy,12.325,113,6.8,"After a rough divorce, Frances, a 35 year old book editor from San Francisco takes a tour of Tuscany at the urgings of her friends. On a whim she buys Bramasole, a run down villa in the Tuscan countryside and begins to piece her life together starting with the villa and finds that life sometimes has unexpected ways of giving her everything she wanted.",Life offers you a thousand chances ... all you have to do is take one.,/pzb9L6aa5Oo7X7MvOGkrGgDOazz.jpg
The Station Agent,BVI,2056,Drama,Comedy,10.128,88,7.4,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",Loneliness is much better when you have got someone to share it with.,/kjJg6eJa9I9flfHaJG67ecEv8YX.jpg
Fear X,Verve,37696,Thriller,Mystery,6.24,91,5.7,"When his wife is killed in a seemingly random incident Harry, prompted by mysterious visions, journeys to discover the true circumstances surrounding her murder.",The Past Can Never Be Rewound,/3VER6bY0dn00FoRpgsj9ce8kidk.jpg
The Cat in the Hat,UIP,10588,Comedy,Adventure,58.086,82,5.3,"Conrad and Sally Walden are home alone with their pet fish. It is raining outside, and there is nothing to do. Until The Cat in the Hat walks in the front door. He introduces them to their imagination, and at first it's all fun and games, until things get out of hand, and The Cat must go, go, go, before their parents get back.",Don't mess with the hat.,/uYYLz67e5xEQMsY858VSSCDsLU6.jpg
Gothika,Col/TriStar,4970,Horror,Thriller,24.388,98,6.1,"After a car crash, a criminal psychologist regains consciousness only to find that she's a patient in the same mental institution that currently employs her. It seems she's been accused of murdering her husband—but she has no memory of committing the crime. As she tries to regain her memory and convince her co-workers of her innocence, a vengeful spirit uses her as an earthly pawn, which further convinces everyone of her guilt.",Because someone is dead doesn't mean they're gone.,/frSGNQcWx1ek8dCduFYCux1ho7n.jpg
50 First Dates,Col/TriStar,1824,Comedy,Romance,33.628,99,6.8,"Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.",Imagine having to win over the girl of your dreams... every friggin' day.,/zm9dfA5iwq4vGopD86WPoHXO40T.jpg
Shaun of the Dead,UIP,747,Horror,Comedy,36.191,99,7.5,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.",A romantic comedy. With zombies.,/dgXPhzNJH8HFTBjXPB177yNx6RI.jpg
The Butterfly Effect,Icon,1954,Science Fiction,Thriller,37.26,113,7.5,"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.",Change one thing. Change everything.,/ukfxDqM7v5LHdLvsGWaQyXVBYMq.jpg
The Girl Next Door,20th Fox,10591,Comedy,Romance,66.524,110,6.7,"Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.",Matt never saw her coming... but all his friends had!,/5mVyFHSY2rSsNgD4NfEwV82HigU.jpg
Hidalgo,BVI,2023,Western,Adventure,24.79,136,6.8,"Set in 1890, this is the story of a Pony Express courier who travels to Arabia to compete with his horse, Hidalgo, in a dangerous race for a massive contest prize, in an adventure that sends the pair around the world...",Unbridled. Unbroken. Unbeaten.,/iGzENlBPYJEFWZnye4t3nqWSSp1.jpg
Song for a Raggy Boy,Contentfilm,49890,Drama,History,6.409,94,7.4,"William Franklin is a teacher who was born in Ireland and moved to the United States only to repatriate in 1939 after his leftist political views cause him to lose his job. Franklin becomes the first non-cleric instructor at St. Jude's, a school for wayward boys run by Brother John, who is a firm believer in strong discipline.",Four walls. One faith. No identity.,/rB1K3v5780GVH5KUGFadWi4w8Aw.jpg
Taking Lives,Warner,11081,Crime,Thriller,17.19,103,6.4,"Recruited to assist Montreal police in their desperate search for a serial killer who assumes the identities of his victims, FBI profiler Illeana Scott knows it's only a matter of time before the killer strikes again. Her most promising lead is a museum employee who might be the killer's only eyewitness.",He would kill to be you.,/zeFGOS1kj0CxuZjGhtK3WlMCYsa.jpg
Win a Date with Tad Hamilton!,UIP,13476,Comedy,Romance,12.327,95,5.7,"A small-town girl wins a date with a Hollywood star through a contest. When the date goes better than expected, a love triangle forms between the girl, the celebrity, and the girl's best friend.","In every love story, there's only room for one leading man.",/uVY9qtDib6rHEqSWsC8iek68u4C.jpg
Monsieur N.,Redbus,47471,Drama,Thriller,3.547,120,6.4,"This film covers the last years of the Emperor's life, imprisoned by the British on St Helena, a remote island off the west coast of Africa. Napoleon retains a loyal entourage of officers who help him plot his escape and evade the attentions of the island's overzealous governor, Sir Hudson Lowe.",,/2ttGgjUr9KJq3dJv315qLW1bNlT.jpg
Eternal Sunshine of the Spotless Mind,Momentum,38,Science Fiction,Drama,45.844,108,8.1,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",You can erase someone from your mind. Getting them out of your heart is another story.,/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg
Secret Window,Col/TriStar,1586,Mystery,Thriller,29.13,96,6.6,"Mort Rainey, a writer just emerging from a painful divorce with his ex-wife, is stalked at his remote lake house by a psychotic stranger and would-be scribe who claims Rainey swiped his best story idea. But as Rainey endeavors to prove his innocence, he begins to question his own sanity.",The most important part of a story is the ending.,/nSKhvsW9rvct60o363PQpXwNFou.jpg
Our House,BVI,414191,Horror,Drama,13.506,90,5.6,Ethan is suffering enormous guilt after his parents are killed in a car accident. He quits a promising future at MIT and work on a revolutionary experiment in order to care for his younger siblings.,The dead are sending you a signal,/u1Qt0HtO4ZYY2qcgM42XUd8xgtA.jpg
I'll Sleep When I'm Dead,Lagoon,3515,Drama,Action,6.706,97,5.3,"Will Graham, a former London crime boss who has left his former life to live as a recluse in the forest. Haunted by the blood of those he has murdered, Will wishes never to return. But when his brother commits suicide, following a sexual assault at the hands of a volatile car dealer, Will returns to London to discover the cause of his brother's death and administer justice to those responsible.",,/otAjD5ira89SRVPNPiVCpouSBAc.jpg
Van Helsing,UIP,7131,Horror,Adventure,44.085,132,6.3,Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.,The One Name They All Fear.,/gsFun8nATm52aGHeT8ueAel98nE.jpg
Laws of Attraction,Entertainment,11141,Comedy,Romance,12.668,90,5.7,"Amidst a sea of litigation, two New York City divorce lawyers find love.",Love always has the last word.,/6aqR0xwmK0mPOIVShDlT88Vo5W0.jpg
Imagining Argentina,UIP,34036,Drama,Romance,5.1,107,5.5,"Set during the unsettling disappearances in Buenos Aires during the dictatorship of the 1970s, the film involves theater director Carlos Rueda and his wife Cecilia. Shortly after Cecilia writes an editorial commentary questioning the mysterious abductions, she is herself abducted and taken into police custody.",,/dptNfFk4g0qQ0nxIIUfRrH7UNnu.jpg
Troy,Warner,652,Adventure,History,61.209,163,7.1,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.",For passion. For honor. For destiny. For victory. For love.,/a07wLy4ONfpsjnBqMwhlWTJTcm.jpg
Shattered Glass,Icon,13537,Drama,History,11.007,94,6.9,"The true story of fraudulent Washington, D.C. journalist Stephen Glass, who rose to meteoric heights as a young writer in his 20s, becoming a staff writer at The New Republic for three years. Looking for a short cut to fame, Glass concocted sources, quotes and even entire stories, but his deception did not go unnoticed forever, and eventually, his world came crumbling down.",He'd do anything to get a great story.,/1KHHNkrf8t15sXXF9d9TGq1T9jv.jpg
Bad Education,Pathe,530723,Drama,Crime,14.32,108,6.8,"A superintendent of a school district works for the betterment of the student’s education when an embezzlement scheme is discovered, threatening to destroy everything.",Some people learn the hard way,/gizz5FphOtfSnLaGpRALOZgILd5.jpg
The Day After Tomorrow,20th Fox,435,Action,Adventure,35.193,124,6.5,"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",Where will you be?,/kNKy8eJemg6sCAMBgh4xrD0lleX.jpg
Harry Potter and the Prisoner of Azkaban,Warner,673,Adventure,Fantasy,214.46,141,8.0,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",Something wicked this way comes.,/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg
Japanese Story,Tartan,13433,Drama,Romance,6.418,110,6.5,"Sandy, a geologist, finds herself stuck on a field trip to the Pilbara desert with a Japanese man she finds inscrutable, annoying and decidedly arrogant. Hiromitsu's view of her is not much better. Things go from bad to worse when they become stranded in one of the most remote regions on Earth.",,/bgazOSULGJSF2DNnyfWkOWn74ei.jpg
Connie and Carla,UIP,15673,Music,Comedy,9.227,98,6.1,"After accidentally witnessing a mafia hit in the Windy City, gal pals Connie and Carla skip town for L.A., where they go way undercover as singers working the city's dinner theater circuit ... as drag queens. Now, it's not enough that they become big hits on the scene; things get extra-weird when Connie meets Jeff -- a guy she'd like to be a woman with","When you follow your dream, there's no telling what you'll become.",/mR0K8S5s2c5uxpcevnVam17HFrh.jpg
Jersey Girl,BVI,9541,Comedy,Romance,13.671,102,6.1,"Ollie Trinke is a young, suave music publicist who seems to have it all, with a new wife and a baby on the way. But life deals him a bum hand when he's suddenly faced with single fatherhood, a defunct career and having to move in with his father. To bounce back, it takes a new love and the courage instilled in him by his daughter.",He wanted it all...but he got more than he bargained for.,/4h71riuBr3xYdtcHjKlHGFo32nQ.jpg
The Cooler,Tartan,10744,Romance,Drama,8.88,101,6.7,"Bernie works at a Las Vegas casino, where he uses his innate ability to bring about misfortune in those around him to jinx gamblers into losing. His imposing boss, Shelly Kaplow, is happy with the arrangement. But Bernie finds unexpected happiness when he begins dating attractive waitress Natalie Belisario.",When your life depends on losing... the last thing you need is lady luck.,/lDqBhWhejdt9Umt5tYjqGXYF73O.jpg
The Whole Ten Yards,Warner,2122,Comedy,Thriller,9.787,98,5.7,"Jimmy ""The Tulip"" Tudeski now spends his days compulsively cleaning his house and perfecting his culinary skills with his wife, Jill, a purported assassin who has yet to pull off a clean hit. Suddenly, an uninvited and unwelcome connection to their past unexpectedly shows up on Jimmy and Jill's doorstep; it's Oz, and he's begging them to help him rescue his wife, Cynthia.","They missed each other. This time, their aim is better.",/4fbglyCpPqK1u40fhncLXKAF74A.jpg
Freeze Frame,Verve,12612,Thriller,Drama,3.935,99,6.5,"Sean Veil is an ultra paranoid murder suspect who takes to filming himself round the clock to provide an alibi, just in case he's ever accused of another crime. Problems arise however when the police do come calling and the one tape that can prove his innocence has mysteriously disappeared.",,/pLh6xchx7iVBU6H64Za4Wp6qeDW.jpg
The Ladykillers,BVI,5516,Comedy,Crime,11.698,104,6.1,"An eccentric, if not charming Southern professor and his crew pose as a band in order to rob a casino, all under the nose of his unsuspecting landlord – a sharp old woman.",The greatest criminal minds of all time have finally met their match.,/l4g9R39NCp6VaYFrw6q8JwKNW9x.jpg
The Notebook,Entertainment,11036,Romance,Drama,62.923,123,7.9,"An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.",Behind every great love is a great story.,/rNzQyW4f8B8cQeg7Dgj3n6eT5k9.jpg
You Got Served,Col/TriStar,14114,Music,Drama,18.249,95,6.3,"At Mr. Rad's Warehouse, the best hip-hop crews in Los Angeles compete for money and respect. But when a suburban crew crashes the party, stealing their dancers - and their moves - two warring friends have to pull together to represent the street. Starring hip-hop sensations Marques Houston, Omari Grandberry, Lil' Kim and comedian Steve Harvey.","If you want respect, you've got to take it.",/nFwT3QisWFQa3Wlfnw1gC458xJn.jpg
Shrek 2,UIP,809,Animation,Family,157.86,93,7.2,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",Once upon another time...,/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg
Godsend,Pathe,11058,Drama,Horror,13.278,102,4.9,"A couple agree to have their deceased son cloned under the supervision of an enigmatic doctor, but bizarre things start to happen years after his rebirth.","When a miracle becomes a nightmare, evil is born.",/lLncs8FEzKupj19wCqZ3sPmg3eU.jpg
Club Dread,20th Fox,11217,Comedy,Horror,11.67,104,5.1,When a serial killer interrupts the fun at the swanky Coconut Pete's Coconut Beach Resort -- a hedonistic island paradise for swingers --- it's up to the club's staff to stop the violence ... or at least hide it!,A vacation to die for,/9slWyVotwxZNthMcKoeFaK3tgNz.jpg
Around the World in 80 Days,Entertainment,10204,Action,Adventure,22.441,120,5.9,"A bet pits a British inventor, a Chinese thief and a French artist on a worldwide adventure that they can circle the globe in 80 days.",Let your imagination soar.,/bBiMw6Jtg8tSTcEq8jFV7qk9TRW.jpg
Walking Tall,20th Fox,11358,Adventure,Drama,26.788,86,6.3,"A former U.S. soldier returns to his hometown to find it overrun by crime and corruption, which prompts him to clean house.",One man will stand up for what's right.,/2sdmKtRz2SlGSLxxZDePKm5zxus.jpg
Twisted,UIP,13572,Action,Adventure,12.037,97,5.5,"Recently promoted and transferred to the homicide division, Inspector Jessica Shepard feels pressure to prove herself -- and what better way than by solving San Francisco's latest murder? However, as Shepard and her partner, Mike Delmarco, soon discover, the victim shared a romantic connection to her. As more of Shepard's ex-lovers turn up dead, her mind starts to become unstable, and she begins to wonder if she could be the very killer she's trying to track down.",Every murder has a mark.,/nfdfU9tYsEnjlFGoY2HabFMdHLi.jpg
Thunderbirds,UIP,14623,Action,Adventure,13.784,95,4.9,"Dangerous missions are the bread and butter of the Thunderbirds, a high-tech secret force employed by the government. Led by Jeff Tracy (Bill Paxton), the Thunderbirds are at the top of their game, but their nemesis, The Hood (Ben Kingsley), has landed on their island and is attempting a coup by using the team's rescue vehicles. He'll soon discover that the Thunderbirds won't go down.",,/1jH0vADEIvuRlkvJzLUW5nVO96d.jpg
Before Sunset,Warner,80,Drama,Romance,18.768,80,7.8,"Nine years later, Jesse travels across Europe giving readings from a book he wrote about the night he spent in Vienna with Celine. After his reading in Paris, Celine finds him, and they spend part of the day together before Jesse has to again leave for a flight. They are both in relationships now, and Jesse has a son, but as their strong feelings for each other start to return, both confess a longing for more.",What if you had a second chance with the one that got away?,/gycdE1ARByGQcK4fYR2mgpU6OO.jpg
King Arthur,BVI,9477,Adventure,War,34.331,126,6.3,"The story of the Arthurian legend, based on the 'Sarmatian hypothesis' which contends that the legend has a historical nucleus in the Sarmatian heavy cavalry troops stationed in Britain, and that the Roman-British military commander, Lucius Artorius Castus is the historical person behind the legend.",Rule Your Fate.,/5Mqmke8JKE7s8JeYNp7XtzxQXbL.jpg
Garfield,20th Fox,8920,Animation,Comedy,97.103,80,5.6,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.",Get ready for frisky business.,/5hKlKh62yIR03XHZxwFs3EaIFfD.jpg
The Stepford Wives,UIP,9890,Comedy,Science Fiction,15.781,93,5.7,"What does it take to become a Stepford wife, a woman perfect beyond belief? Ask the Stepford husbands, who've created this high-tech, terrifying little town.",The wives of Stepford have a secret.,/chVqyiV31qbIezbRE4zWOWBIPaN.jpg
Anything Else,Optimum,10739,Comedy,Romance,9.923,108,6.2,"Jerry Falk, an aspiring writer in New York, falls in love at first sight with a free-spirited young woman named Amanda. He has heard the phrase that life is like ""anything else,"" but soon he finds that life with the unpredictable Amanda isn't like anything else at all.",In any relationship one person always does the heavy lifting.,/bvyoWDh60R31ZE5L8TjZ8Qpv5xM.jpg
"I, Robot",20th Fox,2048,Action,Science Fiction,39.229,115,6.9,"In 2035, where robots are commonplace and abide by the three laws of robotics, a technophobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger.",Laws are made to be broken.,/dlb6JKYv25rJSk2n2hwhOeJ7Dk.jpg
Home on the Range,BVI,13700,Animation,Family,49.304,76,6.0,"When a greedy outlaw schemes to take possession of the ""Patch Of Heaven"" dairy farm, three determined cows, a karate-kicking stallion and a colorful corral of critters join forces to save their home. The stakes are sky-high as this unlikely animal alliance risk their hides and match wits with a mysterious band of bad guys.",Bust a Moo,/9xIIo4FMquy5SRqn8hppyr2QadR.jpg
The Bourne Supremacy,UIP,2502,Action,Drama,30.775,108,7.3,"When a CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive.",They should have left him alone.,/7IYGiDrquvX3q7e9PV6Pejs6b2g.jpg
The Village,BVI,6947,Drama,Mystery,32.994,108,6.4,"When a willful young man tries to venture beyond his sequestered Pennsylvania hamlet, his actions set off a chain of chilling incidents that will alter the community forever.",There is no turning back,/v7UvYtKfIVaHLaHwVgfalyrK7Ho.jpg
Cowboys & Angels,BVI,20148,Comedy,Drama,3.094,86,6.3,This story concerns a hapless civil servant who gets more than he bargains for when he moves into an apartment in Limerick with a gay fashion student and becomes a star on the catwalk. A contemporary story embracing the essence of what it is to be young in today's Ireland.,How far will you go?,/7sypdRwsUnWnCp9VhXA1lEMYXHx.jpg
The Chronicles of Riddick,UIP,2789,Action,Science Fiction,17.469,119,6.5,"After years of outrunning ruthless bounty hunters, escaped convict Riddick suddenly finds himself caught between opposing forces in a fight for the future of the human race. Now, waging incredible battles on fantastic and deadly worlds, this lone, reluctant hero will emerge as humanity's champion - and the last hope for a universe on the edge of annihilation.",All the power in the universe can't change destiny,/iSaB7jBgsU6sXqKneZpdeRw5MSV.jpg
